gridID,hour,expected
31320,Aug,1
29353,Sep,2
50288,Oct,1
35290,Jun,3
33380,Oct,1
34615,Aug,2
30602,Apr,1
21686,May,1
26753,Jul,1
30884,Sep,1
33729,Mar,1
21475,Dec,1
22359,Apr,1
39644,Jan,1
42519,Dec,1
21493,Jan,1
28589,Feb,1
21187,Jun,1
34693,Oct,1
31436,Apr,1
43866,Sep,1
22548,Feb,1
32436,Aug,1
32451,Mar,2
30969,May,1
26864,Sep,1
28549,Jul,2
30168,Sep,1
26988,May,1
27419,Jul,1
37660,Nov,1
27872,Sep,1
35207,Sep,1
38133,Jun,1
30752,Jan,1
28448,Jun,1
28478,Aug,2
50067,Mar,1
33909,Jun,1
21248,Oct,1
56689,Oct,1
27420,Aug,1
34182,Apr,2
21645,May,1
22825,Jun,1
27091,Dec,1
32796,Jan,1
23247,Nov,1
36805,May,1
35886,Dec,1
28611,Sep,1
1371,Apr,1
41152,Feb,1
22343,Dec,1
31664,Jul,1
31212,Apr,2
39437,Nov,1
30515,Aug,1
31436,May,1
25981,Nov,3
50520,May,1
34868,Jun,1
21869,Jan,1
28448,Sep,2
24485,Feb,1
28095,Jul,1
22785,Sep,1
28313,Apr,1
39640,Jan,1
24154,Nov,1
49626,Aug,1
29377,Oct,1
23280,Nov,2
37938,May,1
20571,Aug,1
36695,Oct,1
24926,Oct,3
35150,Aug,2
22147,May,1
52580,Mar,1
36752,Nov,1
20584,Oct,1
31545,Nov,2
25751,Nov,1
32584,Sep,1
31779,Mar,1
21871,Aug,3
26203,Nov,1
38165,Mar,1
31117,Jun,1
27083,May,4
31338,Oct,2
36118,Sep,1
35916,May,1
38174,Aug,1
34237,May,1
33235,Jan,1
31987,Jan,1
26735,May,1
31921,Oct,1
33681,Dec,2
20956,Sep,1
24218,Aug,1
38978,Mar,1
21511,Jul,1
50539,Dec,2
24845,Dec,1
27874,Mar,3
32909,Mar,1
29156,Aug,1
28315,Mar,3
30974,Oct,3
26664,Jan,1
39442,Oct,1
37481,Oct,1
47556,May,2
32106,Jun,2
31247,Sep,1
34920,Apr,1
32130,Nov,1
38854,Jul,1
29299,Jul,1
24164,Dec,1
17836,Sep,1
23742,Nov,1
25504,Jan,1
24662,Mar,1
35884,Jul,2
33576,Nov,1
29809,Dec,2
25280,Jan,1
24486,Feb,1
52566,Oct,1
44993,Jan,1
53956,Mar,1
35290,Nov,2
38985,Oct,1
30854,Nov,1
22781,Feb,1
33373,Jun,3
38766,Oct,1
39092,Nov,1
35206,Apr,1
29911,May,1
23484,Apr,2
31443,Aug,1
26719,Jul,1
37577,Jun,1
38808,Aug,1
27084,Feb,2
29355,Jul,1
33139,Nov,1
50066,Jun,1
31789,Sep,1
36229,Apr,1
9809,Nov,1
36526,May,1
25956,Jan,1
11439,Sep,1
27553,Nov,2
30946,Sep,1
29020,Mar,1
45028,Jul,1
24637,Aug,1
36435,Feb,1
32807,Apr,1
39326,Jan,1
31084,Mar,1
29231,Oct,1
34608,Apr,1
22778,Feb,1
46844,Sep,1
23463,Nov,1
31443,Nov,1
31288,Jan,1
43437,Jun,1
22346,Feb,1
35154,Jun,1
42467,Mar,1
28530,Aug,1
48936,Jan,2
33928,Jun,2
27998,Aug,3
42953,Dec,1
34691,Jun,1
44811,Sep,1
36892,Dec,1
30037,Nov,1
25958,Oct,1
26956,Dec,4
38526,Sep,1
28239,Oct,1
46394,Jul,3
28145,Sep,2
26634,Jul,1
26634,Dec,1
23232,Dec,2
5457,Jun,1
24586,Aug,1
42464,Nov,1
41017,Jan,1
25729,May,1
28261,Feb,1
35103,Jun,1
39892,Jan,2
28232,Mar,2
23915,Jan,1
32234,May,1
23004,Apr,1
42850,Sep,1
34291,Jan,1
29125,Jun,1
42008,Mar,1
21201,Oct,1
34934,Aug,1
36340,Sep,1
29362,Aug,1
35375,Aug,1
33610,Feb,1
41849,Aug,1
33367,Jul,1
24159,Aug,1
54181,Aug,1
41701,Oct,1
3634,Jul,1
38052,Jun,1
42621,Sep,1
33262,Sep,1
22780,Mar,1
12321,May,1
35900,Apr,1
20572,Feb,1
23755,Feb,1
6834,Jul,1
23231,May,1
32688,Feb,1
41720,Oct,1
35807,Jul,1
33386,Sep,2
35315,Aug,3
20560,Mar,1
28690,Nov,1
33953,May,1
26040,Dec,1
30054,Sep,1
47555,Dec,1
51465,Apr,1
33389,Aug,1
33834,Jul,1
51439,Oct,1
28999,Aug,2
29586,Jul,1
28843,Nov,1
43177,Nov,1
39438,Jan,1
47113,Aug,1
53955,Oct,1
26532,Jul,1
21414,Sep,1
49453,May,1
39512,Jun,1
31186,Jul,1
25622,Dec,1
31650,Aug,4
36660,Mar,1
21411,Dec,1
22556,Jun,1
38948,Apr,1
27653,Jul,1
30519,Jun,1
27319,Apr,1
25640,Jan,1
12561,Jun,1
26548,Dec,1
35539,Nov,1
32123,Oct,1
27173,May,1
41702,Sep,1
26740,Mar,1
22862,Oct,1
34389,Dec,1
24587,Jun,1
25950,Sep,1
37449,Sep,2
29585,Nov,1
31564,Feb,1
44130,Dec,1
27310,Jul,1
28538,Jan,1
29682,Jul,1
36354,Jan,1
27632,Jul,1
24724,Nov,1
1564,Jul,1
18060,Jan,1
38174,Apr,2
35093,Sep,1
24810,Jul,1
27926,Oct,1
33499,Sep,1
30197,Mar,1
27869,Dec,1
35381,Jun,1
22570,Jun,1
36123,Nov,1
36350,Dec,1
41149,Jul,1
24250,Oct,1
30394,Nov,1
27440,Mar,1
23240,Jul,1
23490,Apr,1
24422,Apr,1
37850,Jun,1
47094,Jan,1
26696,Feb,1
45251,Aug,1
49332,Sep,1
32118,Dec,1
33146,Oct,3
41238,Feb,1
32205,May,2
23693,Jul,1
25341,Mar,1
26949,Feb,1
22814,Jul,1
4101,Dec,1
35079,Jul,1
36066,Dec,1
31922,Jun,1
45960,Dec,1
24218,Sep,1
41370,Feb,1
28306,Dec,1
21258,Oct,1
30657,Oct,1
29727,Feb,1
20063,May,2
29933,Jul,1
43443,May,1
34969,Jan,1
24162,Sep,1
25607,May,1
53043,Dec,1
28670,Oct,1
38858,Mar,1
22547,May,1
19427,May,1
35072,Oct,2
27657,Jan,2
3403,Apr,1
44566,May,1
45033,Oct,1
40227,Aug,1
26264,May,1
26183,Jan,1
20543,Jan,1
34385,Jan,2
35915,Sep,1
39870,Jul,1
36208,Mar,1
36230,Aug,2
26056,Mar,1
33924,Jan,1
29000,Jul,1
32092,Oct,1
55758,Jul,1
33721,Oct,1
23089,Jun,1
26030,Jul,1
31783,Feb,1
21732,Aug,1
21737,Jun,1
30848,Jul,1
30402,May,1
44364,Jan,1
28259,Jan,1
19421,Aug,1
49453,Jul,1
39848,Jul,1
22868,Mar,1
29848,Jan,1
32454,Mar,1
46169,Feb,1
28012,Aug,1
37571,Jun,2
28457,Nov,1
29582,Feb,1
27643,Mar,1
52127,Mar,1
38046,Aug,1
38811,May,1
24400,Apr,1
33922,Feb,1
51912,Nov,1
39865,Apr,1
32725,Dec,1
33459,Oct,1
42619,Jan,1
33272,Feb,2
42011,Mar,1
29229,May,1
49170,Jan,1
28705,Nov,1
28543,Oct,1
35893,Jun,1
33470,Mar,1
34289,Jul,1
39413,Jul,1
31524,May,1
25964,Jul,1
22321,Oct,1
30520,Dec,1
33367,Mar,1
29069,Apr,1
36808,Feb,2
25852,Aug,2
22660,Dec,1
33469,Jul,1
27326,Apr,1
36985,Apr,2
37374,Jul,1
27006,May,1
44570,Nov,1
33266,May,1
34608,May,1
22649,May,1
33033,Dec,1
32454,Jan,1
37215,Mar,1
28685,Jan,2
47815,Jun,1
38152,Jul,1
32554,Sep,2
27119,Mar,1
25037,Mar,1
29498,Mar,1
39409,Jul,1
33244,Apr,1
48470,Apr,1
39666,May,1
34523,Dec,2
35538,Jan,1
31933,Jul,1
48079,Sep,1
27779,Oct,1
28701,Jun,1
43964,Mar,1
47789,Jul,1
38260,Mar,1
32349,Jul,1
28320,Oct,1
45220,Apr,1
41241,Feb,1
28324,Feb,1
37665,Oct,2
36209,May,1
33034,Sep,2
26410,Apr,1
35440,Oct,1
39205,Nov,1
31079,Jul,1
35551,Jan,1
28452,Dec,1
24632,Nov,1
53754,Nov,1
28238,Jul,2
22888,Dec,1
38990,Mar,1
23020,Jan,1
27670,Sep,1
32097,Sep,1
21202,Jul,1
37588,Oct,2
29355,Sep,1
29928,Nov,1
27625,Dec,1
23707,Jan,1
32113,Jun,1
29934,Jun,1
21230,May,1
42291,Aug,1
35615,Jul,1
51508,Dec,1
22330,Dec,2
26508,Oct,1
51741,Dec,1
35002,Jul,1
29466,Jan,1
21418,Oct,1
32542,Apr,1
33376,Aug,1
33038,Jun,1
27431,Sep,2
47736,Mar,1
31975,May,1
37597,Dec,1
33377,Jan,1
24129,Jan,1
28326,May,1
46875,Apr,1
33489,Oct,1
21510,Oct,1
28244,Dec,1
46625,Sep,1
36528,Dec,1
22780,Aug,1
31197,Oct,1
25395,Aug,1
22338,Jul,1
38584,Nov,1
28247,Dec,1
30719,Nov,1
28670,Sep,1
32576,Dec,1
30298,Mar,1
30332,Oct,1
27838,Nov,1
29619,Feb,1
29581,May,2
34232,Sep,1
35102,Mar,1
32226,Feb,1
23460,Sep,2
25964,May,2
27667,Oct,1
31654,Jan,1
33245,Oct,2
32116,Jun,1
33485,Sep,1
37815,Sep,2
29445,Jul,1
42158,Sep,1
30487,Jul,1
29069,Oct,1
22551,Sep,1
33153,May,1
28832,Nov,1
26277,Mar,4
39785,Jan,1
33001,Jan,1
30378,Jul,1
26334,Jun,1
32688,May,1
52371,Sep,1
48187,Sep,1
23046,Dec,1
43173,Dec,1
22330,Jul,1
21035,Feb,1
21187,Sep,1
44526,Aug,1
34267,Sep,1
42615,Aug,1
21708,Nov,1
29302,Oct,1
37672,Jan,1
32571,Jan,1
25567,Apr,1
37255,Oct,1
23462,Feb,1
26730,Oct,1
22335,Jul,1
39661,Sep,1
29237,Sep,1
30733,Oct,1
39221,Dec,1
51686,Oct,1
33698,Apr,1
29190,Sep,1
34623,Feb,1
29849,Sep,1
28682,Jun,1
25493,Jul,1
27345,Dec,1
50973,Dec,1
27764,Jul,1
34169,Jun,1
43890,May,1
20803,Aug,1
28765,Nov,1
23237,Jul,1
33617,Nov,1
27411,Jul,1
32209,Oct,1
30830,Jul,1
36891,Nov,1
32909,Sep,2
28095,Dec,1
27801,May,1
26859,Apr,1
35073,Sep,1
24703,Oct,1
52838,Jul,1
38936,Jun,1
30980,Dec,1
36664,Mar,1
30167,Nov,1
32153,Jul,1
34617,Feb,1
22550,Jan,1
27538,May,2
34768,Nov,1
28895,Dec,1
32775,Jun,1
52429,Sep,1
20282,May,1
25574,Sep,1
29232,Apr,1
30178,Aug,1
23960,May,1
37587,Mar,1
38984,Dec,1
26185,Oct,1
48710,Nov,1
38940,Feb,1
22428,Mar,1
37900,Mar,1
30561,Mar,1
38982,Sep,1
47078,Jul,1
29479,Feb,2
32906,Jan,1
29460,Aug,1
28932,Jul,1
27664,Feb,1
36746,Nov,2
30172,Sep,1
27316,May,1
23689,Jul,1
28544,Sep,1
27561,Apr,1
34175,Apr,1
38980,Oct,1
37494,Aug,1
20107,Mar,2
26879,Jul,1
27613,Aug,1
52336,Jun,1
21654,Feb,1
37712,Sep,1
30844,Sep,1
23971,Jul,1
45032,Jun,1
26777,May,1
30152,Dec,1
23741,Jul,1
27547,Dec,1
30152,Nov,1
36069,Jan,1
51665,Jan,1
28988,Oct,1
38495,Jan,1
52618,Sep,1
31106,Oct,2
26739,Jan,1
29690,May,2
38590,May,1
27326,Nov,1
33016,Dec,1
30981,May,2
30957,Aug,1
33470,Nov,1
21952,Oct,1
28021,Apr,2
35836,Oct,1
34181,Nov,1
29373,Sep,1
27469,Oct,1
32331,Jan,2
33834,Jan,1
31066,Dec,1
54194,Nov,1
29155,Jun,1
33922,Dec,1
31656,May,1
31246,Oct,1
28228,May,2
37441,Dec,1
21659,Mar,1
38632,Aug,1
31412,Jun,1
30610,Dec,1
12324,May,1
34006,Oct,1
40553,Dec,1
23924,Jul,1
23702,Jun,1
26246,Aug,1
29241,Aug,1
30969,Feb,1
21036,Jan,1
50527,Jul,1
39504,Nov,1
42822,Apr,1
27783,Oct,1
32455,May,1
37822,Nov,1
41597,May,1
43671,Apr,1
51894,Jan,3
31401,Sep,1
20503,Jun,1
27790,Apr,2
43440,May,1
47546,Aug,1
48470,Sep,1
28482,Oct,1
51668,May,1
49859,May,1
38531,Mar,1
5917,Jul,1
33579,Jul,2
25954,Mar,1
32552,Nov,1
31438,Jan,1
24397,Sep,1
35667,Sep,1
33232,Oct,1
19827,Aug,1
35099,Mar,1
29390,Nov,3
51232,Dec,1
27545,Mar,1
27171,Aug,1
42057,Feb,2
22821,Aug,1
32812,Jan,1
29473,Jul,1
27436,Aug,1
5228,Mar,1
35228,Mar,1
34993,Jun,1
30280,Oct,1
48704,Oct,1
35868,Feb,1
35752,Mar,1
46409,Jul,1
22326,Feb,1
27439,Aug,1
32785,Sep,1
28992,Jun,1
31697,Jan,2
37597,Jun,1
40336,May,1
34542,Sep,1
51662,Sep,1
29580,Aug,1
48942,Jun,1
35535,Apr,1
50522,Aug,1
18749,Apr,1
31568,Aug,1
22347,Dec,2
28684,Apr,1
38396,Jan,1
26753,Jan,1
42739,Sep,1
27996,Mar,1
29157,Dec,1
30615,Mar,1
29616,Aug,1
27629,Sep,1
42467,Dec,1
51674,Aug,1
29160,Feb,2
24376,Mar,1
54446,Sep,1
31771,May,1
31665,Jun,1
33259,Apr,1
44313,Jun,1
42058,Oct,1
39769,Nov,1
46856,Nov,1
35300,Mar,1
32216,Aug,1
31939,Apr,1
22550,Dec,2
28989,Oct,1
38753,May,1
26995,Oct,1
40340,Aug,1
30146,Jul,1
33121,Mar,1
53037,Jan,1
32793,Sep,1
30076,Oct,2
23801,Nov,1
28121,Sep,1
39187,Jun,1
35536,Mar,1
29374,Aug,1
31774,Mar,1
30572,Apr,1
23564,Nov,1
32692,Nov,1
33824,Feb,1
35373,Nov,1
53985,Aug,1
37436,Jul,1
27542,Nov,2
25571,Oct,1
36575,Mar,1
13270,Jun,1
23714,Oct,1
23780,Sep,1
34544,Apr,1
32329,Dec,2
35606,Jul,1
12326,Mar,1
30736,Dec,1
24203,Oct,1
47998,Nov,1
26183,Oct,2
23345,Nov,1
38392,Jan,1
26747,Oct,1
33353,Mar,1
30749,Apr,1
30488,Dec,1
28310,Mar,2
23750,Jun,1
31532,Jan,1
33724,Apr,1
32003,Sep,3
21202,Sep,1
35378,Apr,1
48227,Aug,1
37357,Aug,1
40312,Mar,1
53952,Mar,1
26334,May,1
36239,May,2
51510,Jun,1
26697,Sep,1
36928,Dec,1
28693,Dec,1
22142,Sep,1
23577,May,1
29846,Jun,1
26627,Sep,1
37620,Feb,3
40908,Mar,1
36299,Jan,1
34519,Jul,3
32086,Jun,1
32004,Jul,1
27867,Jun,1
31878,Dec,1
42753,May,1
26867,Nov,1
28678,Oct,1
40349,Oct,1
20816,Jan,1
36136,Oct,1
29929,Jun,1
28774,Jan,2
43841,Sep,1
31205,Jun,1
38591,Apr,2
31433,May,1
24699,Jul,1
21253,Nov,1
36228,Aug,1
32791,Jan,1
21889,Nov,1
32263,Jun,1
33136,May,1
40386,Feb,1
34512,Oct,1
22804,May,1
28018,Jun,1
31882,Jun,1
25640,Mar,1
28457,Oct,1
38368,May,2
41474,Aug,1
28474,Oct,2
34852,Feb,2
35318,Oct,1
34522,Sep,1
31074,Jun,1
51509,Mar,1
20748,Mar,2
35082,Oct,1
40340,Nov,1
23036,Jan,1
29226,Nov,1
23005,Jan,2
36927,Jun,1
23566,May,1
24429,Feb,2
21730,Oct,1
23462,Apr,1
23461,Jan,1
11866,Oct,1
33687,Dec,1
47047,Sep,1
26632,Dec,1
32686,Jan,1
38495,Jun,1
24603,Sep,1
29073,Apr,2
39206,Aug,2
19831,Aug,1
39974,Nov,1
23475,Nov,1
45712,Mar,1
33922,Aug,1
29139,Jul,1
26883,Oct,1
46642,Jan,1
30030,Jul,1
33007,Jul,1
33467,Aug,2
33808,Oct,2
27399,Sep,1
19423,Jan,1
31078,Jan,1
37718,Sep,1
36243,Apr,1
32103,Aug,2
35893,Nov,1
23458,Jan,1
33489,Aug,1
30180,May,1
27781,Sep,1
36304,Nov,1
30835,Aug,1
27556,Mar,2
31972,Sep,1
41832,Sep,1
32208,Oct,2
50080,Dec,1
31562,May,1
35513,Oct,1
47396,Oct,1
40355,Jun,1
28314,Jun,1
28683,Oct,2
28008,Jan,2
35427,Apr,1
33484,Sep,1
37818,Jan,1
21649,Jun,1
42520,Dec,1
25272,Apr,1
36132,Jun,1
46624,Jun,1
30513,Mar,1
9356,Feb,1
27790,Jul,1
22097,Nov,1
19881,Feb,1
33251,Nov,1
29942,Jul,1
40002,Jan,1
31540,Nov,1
34972,May,2
27649,Jul,1
50991,Aug,1
27765,Aug,2
34837,Aug,1
43900,Mar,1
23503,Nov,2
2028,Nov,1
27853,Sep,2
24394,Sep,1
21888,Apr,1
26720,Nov,1
23246,Jun,1
23252,Feb,1
45941,Oct,1
28226,May,3
21023,Dec,1
43802,Mar,1
28504,Jan,1
34017,May,1
24383,Apr,1
29708,Jun,1
26304,Jul,1
30261,Jun,1
24408,Nov,1
31305,Aug,1
27767,Jan,2
27206,Jan,1
31011,Jul,1
31296,Nov,2
35201,Aug,1
26434,Aug,1
42516,Oct,1
35599,Oct,1
26865,Feb,1
36062,Nov,1
28255,Jun,1
32449,Mar,1
22328,Nov,1
34916,Feb,1
56447,Jun,1
31666,Sep,1
29129,Dec,1
28575,Aug,1
32214,Jan,1
22786,May,1
27184,Feb,1
28900,Oct,2
28242,Oct,1
40090,Dec,3
20335,Mar,1
33354,Oct,2
23252,Jul,1
22781,Jul,1
29005,Apr,2
38486,Oct,1
52338,Jan,1
43894,Dec,1
30325,Jun,1
28931,Jan,3
36009,Dec,1
30846,Jul,2
27786,Jun,1
26525,Mar,1
37483,Nov,1
31540,Feb,1
26950,Apr,1
28957,Jun,1
39036,Sep,1
28005,Dec,1
22346,Dec,1
32479,Jul,1
31630,Sep,1
28537,Dec,1
20542,Jan,1
33389,Mar,2
33462,Dec,1
35545,Jun,1
33678,Oct,1
26278,Apr,1
34464,Mar,2
34619,Oct,1
23000,Jan,1
39517,Mar,1
31469,Jul,1
36434,Nov,3
30558,Mar,1
31754,Mar,1
38818,Nov,1
44364,Dec,1
32680,Nov,1
37038,Apr,1
51204,Jan,1
29810,Apr,1
24261,Feb,1
45445,Sep,1
22570,Nov,1
34970,Nov,1
27889,Aug,1
32811,Nov,3
21188,Nov,1
31527,Jan,1
32440,Jul,1
33381,Jan,1
23963,Jul,3
30149,Mar,2
23739,May,1
48441,Feb,1
35743,Oct,3
53022,Nov,1
23509,Jan,1
27871,Jul,1
29475,Oct,1
50775,Nov,1
34159,Feb,1
28934,Dec,1
33480,Dec,1
33925,Jun,3
28049,Dec,1
47338,Feb,1
28317,May,1
45047,Aug,1
36288,Jan,1
27995,Feb,2
23680,Feb,1
27554,Dec,1
46867,Jan,1
30667,Sep,1
30979,Feb,1
29226,Feb,1
45943,Mar,2
37588,Nov,2
43662,Dec,1
52834,Oct,1
21191,Jan,1
27778,Jun,1
40092,Oct,1
32797,Mar,1
28589,Aug,1
27643,Apr,1
35059,Sep,1
46850,Jun,1
45706,Aug,1
19205,Feb,1
33700,Sep,1
53251,Feb,1
27790,Dec,1
37889,Aug,1
28238,Oct,1
24926,Sep,3
31073,Mar,2
37584,Jun,1
41603,Aug,1
39780,Aug,1
35446,May,1
32340,Aug,1
29925,Oct,1
48226,Apr,1
29143,Jan,1
29147,Jan,1
5456,Dec,1
30947,Jun,1
26334,Apr,1
50766,Aug,2
45484,Jul,1
28307,Jan,1
37146,Jun,2
34011,Jul,1
30890,Apr,1
36746,Oct,1
37846,Jul,1
29504,Nov,1
34159,Jan,1
34138,Jan,1
27175,Aug,1
24161,Mar,1
27769,Dec,1
53747,Dec,1
37482,Oct,1
36348,Mar,2
33390,Oct,1
29385,Oct,2
28929,Feb,1
33144,Jun,1
25722,Sep,1
27320,Apr,1
30385,May,2
47318,Sep,1
35155,Feb,1
27210,Nov,1
23947,Apr,1
34072,Jul,2
25340,Aug,1
27542,Mar,1
32206,May,2
24885,May,1
25980,Apr,1
25800,Jun,1
35097,Nov,1
28027,Jan,1
32121,Sep,2
24587,Dec,1
34038,May,1
33025,Sep,1
35079,May,1
27650,Apr,1
33039,Jul,1
36069,Dec,1
28005,Sep,1
39096,Apr,1
21027,Nov,1
29972,Oct,1
35383,Sep,1
28086,Nov,3
26654,Feb,1
38122,Mar,1
38400,Dec,1
32889,Jul,2
28679,Nov,2
24038,Oct,1
29921,Jun,1
33776,Jun,1
21890,Mar,1
25804,Jan,1
34977,May,1
28964,Apr,2
32565,Dec,1
31195,Sep,2
38368,Sep,1
30388,Mar,1
29757,Oct,1
29127,Mar,1
40686,Mar,1
28538,Dec,1
30945,Feb,1
26635,Mar,1
27173,Nov,1
53529,Dec,1
28002,Jul,1
23034,Jul,1
34605,Aug,1
22777,Sep,1
32083,Aug,1
31884,Jul,2
31978,Apr,1
33456,Aug,1
32221,Jan,1
33143,Mar,1
23719,Jun,1
43385,Sep,1
23561,Jun,1
29007,Apr,1
24212,Sep,1
29520,Oct,1
36429,Nov,1
25301,Jan,1
33083,Dec,1
21255,Apr,1
38262,Oct,1
30069,Feb,1
25954,Jul,1
40139,Jan,2
50976,Dec,1
26629,Aug,1
48941,Mar,1
22815,Jun,1
23228,Aug,1
50539,Apr,1
28111,May,1
37441,Feb,1
27899,Dec,1
36471,Jun,1
32342,Jul,1
22591,Feb,1
34697,Apr,1
21883,Jan,1
48659,Aug,1
42162,Aug,1
30635,Jul,1
27201,May,1
44783,May,1
28998,Jun,1
38737,Nov,1
33003,Feb,1
23930,Mar,1
33386,Jun,1
28912,Aug,1
44650,Apr,2
45942,Nov,1
27175,Mar,1
27090,Jan,1
30853,May,1
40101,Jul,4
25607,Sep,1
51508,Oct,1
50948,Apr,1
23789,Apr,1
31201,Jul,1
38300,Nov,1
4311,Jun,1
9594,Oct,1
51278,Jul,2
26888,Nov,1
39751,Jul,1
21872,Sep,1
29618,Sep,1
31653,Dec,1
25343,Jun,1
28017,Jan,1
26529,Mar,1
37592,Dec,1
27857,Jun,1
32780,Nov,1
25978,Jun,1
56677,Apr,2
29389,Nov,1
45711,Oct,2
32684,Mar,1
40119,Feb,1
35068,Aug,1
29812,Jul,2
27202,Feb,1
46631,Sep,1
46855,May,1
37725,Dec,1
28816,Feb,1
52574,Mar,1
33265,May,1
32331,Jun,1
28704,Feb,1
32817,May,1
25573,Aug,1
52580,Dec,1
32125,May,1
43409,Apr,1
35070,Apr,2
28703,Jun,4
38120,Apr,1
51514,Sep,1
25840,Nov,1
26076,Feb,1
22576,Jul,1
28445,Jul,3
46163,Nov,1
40546,Oct,1
31200,Feb,1
20731,Jul,1
36076,Oct,1
27619,Nov,1
48308,Mar,1
32461,Sep,1
50548,Oct,1
30636,Aug,1
31107,Jun,1
39309,Dec,1
28014,Oct,2
23940,Dec,1
39431,Mar,1
47567,Sep,1
42709,Sep,1
11403,Sep,1
20797,Jan,1
27458,Apr,1
24472,Mar,1
39434,Jan,1
34061,Jul,1
29966,Jul,1
34624,Jul,1
40698,Oct,1
36702,Jan,1
46880,Oct,1
27646,Sep,1
26716,Oct,2
37205,Aug,1
51743,Mar,1
23505,Nov,1
36116,Aug,1
24405,Nov,1
29420,Aug,1
39166,Feb,1
36237,Oct,1
34737,Jul,1
31944,Mar,1
48486,May,1
34414,May,1
20954,Nov,1
41928,Aug,1
28050,Nov,1
32465,Dec,1
26508,Jul,1
53250,Jun,1
36242,Sep,1
28960,May,1
37387,Dec,2
21025,Oct,1
32935,Mar,2
34283,Oct,1
30167,Feb,1
26859,May,1
35206,Jun,1
37670,Jul,1
42042,Jan,1
30166,Aug,3
50974,Nov,1
31328,Mar,1
22322,Jan,1
28479,Apr,2
23284,Oct,1
32228,Sep,1
38852,Mar,2
22134,Oct,1
51914,Nov,1
37814,Sep,1
32251,Jan,1
20726,Apr,2
52575,Jan,1
29585,Jun,1
25496,Nov,1
31512,Feb,1
37207,Feb,2
23254,Nov,1
26704,Jul,2
23296,Jul,2
32349,Oct,1
31424,Apr,3
27990,Jan,1
29390,Dec,1
37387,Apr,2
35318,Sep,1
27089,Jan,1
38275,Mar,1
24441,Jan,1
32542,Oct,1
26726,Sep,1
38044,Apr,2
30846,Mar,1
32917,Apr,1
38270,Mar,1
20065,Oct,1
46125,Oct,1
39035,Oct,1
23274,May,1
40539,Dec,1
11650,Apr,1
38594,Nov,1
30861,Mar,1
28686,May,1
34174,Oct,1
29164,Sep,1
37581,Feb,1
42466,Jun,1
32585,Nov,1
24652,Dec,1
28090,Jun,1
36694,Aug,1
32115,Oct,1
21652,Jul,1
48417,Jan,1
36001,Dec,1
32243,Aug,1
39743,Jan,1
26208,Dec,1
30865,Jul,1
37449,Jun,2
34635,May,2
33909,Feb,1
32571,Oct,1
28332,Nov,1
33030,May,1
21657,Dec,1
30150,Sep,1
33256,Jan,1
27439,Jan,1
29526,Sep,1
23715,May,1
49910,Aug,1
32550,Aug,1
36467,Apr,3
25581,Jun,1
27081,Jan,1
27337,Nov,1
37620,Aug,2
37256,Nov,1
40540,Oct,1
30600,Mar,1
42697,Dec,1
30490,Nov,1
39507,Nov,1
23466,Jan,1
28140,May,1
26860,Oct,1
21877,May,1
47313,Sep,1
28895,Feb,1
22325,Dec,1
25272,Oct,1
33089,Apr,1
43963,Mar,3
51454,Feb,1
31315,Nov,1
5931,Nov,1
25352,Aug,1
50540,Nov,1
35328,Jan,1
31748,Jan,1
53713,Aug,1
29281,Jan,1
53251,Mar,1
21507,Jun,1
3862,Feb,1
23259,Jan,1
27879,Mar,1
26515,Jan,1
22426,Nov,1
29246,Nov,1
33270,Mar,1
28463,May,1
35078,Feb,1
38739,Aug,1
27893,Jan,1
47320,Feb,1
33920,Jul,2
26945,Nov,1
46637,Jul,1
24165,Oct,1
42847,Sep,1
29351,Jul,1
25069,Dec,1
24399,Mar,1
33121,Jun,2
29076,Apr,2
28774,Jul,1
31748,Jul,1
20980,Mar,1
1572,Sep,1
53077,Dec,1
37891,Jun,1
11877,Aug,1
24458,Sep,1
33316,Mar,1
48937,Apr,1
36116,Dec,1
26514,May,1
27893,Apr,1
33223,Jan,1
35303,Nov,1
38761,May,1
21891,Nov,1
37942,Jan,1
31933,May,1
26402,Oct,1
34150,Nov,2
46176,Nov,1
33141,Jul,1
33469,Feb,1
28836,Jul,1
34856,Nov,1
30107,Feb,1
29153,Feb,1
40682,Mar,2
32206,Aug,1
22103,Nov,1
53035,Nov,1
24683,May,1
31768,Apr,1
32623,May,1
39435,Mar,1
28020,Mar,2
27161,Mar,2
32914,Nov,2
31889,Oct,2
30732,Jan,2
21638,Mar,1
43897,Jun,1
30970,Jan,1
41829,Feb,1
31667,Jul,1
27670,Jun,1
47092,Jul,1
35097,May,2
29641,Jul,1
34060,Sep,1
22786,Jun,1
39875,Nov,1
34153,Jul,2
28076,Feb,1
36529,Aug,1
25265,Dec,1
31340,Dec,1
35203,Mar,1
37479,Oct,1
22573,Dec,1
28311,Oct,1
29809,Feb,1
35602,Mar,2
30756,Feb,1
37494,May,2
23702,May,1
39869,Apr,1
33367,Jun,2
22367,Oct,1
18066,Oct,2
45495,Nov,2
33124,Sep,2
29811,May,2
30387,Aug,1
32782,Jul,1
33447,Jan,1
23914,Dec,1
30150,Feb,1
38058,May,1
26746,Dec,1
26891,Oct,1
22327,May,1
32436,Mar,1
26920,Mar,1
37839,Nov,1
28231,Sep,1
29230,Jan,1
24432,Jul,1
38273,Feb,1
40689,Oct,1
30520,Mar,1
